Post_ID,Mid_block_ID,Street_1,Street_2,Street_3,Side,Adjacent_to,latitude,longitude,Core,Notes
250,98,George St,Sussex Dr,ByWard Market Sq,North,11 George St,45.426640,-75.693630,Existing,
251,98,George St,Sussex Dr,ByWard Market Sq,North,11 George St,45.426590,-75.693710,Existing,
252,98,George St,Sussex Dr,ByWard Market Sq,North,11 George St,45.426550,-75.693870,Existing,
253,99,George St,William St,ByWard Market Sq,South,60 George St,45.427070,-75.691800,New,
254,99,George St,William St,ByWard Market Sq,South,60 George St,45.427010,-75.691890,New,
255,99,George St,William St,ByWard Market Sq,South,70 George St,45.426980,-75.691940,New,
256,100,Gloucester St,Bank St,Kent St,North,186 Bank St,45.417940,-75.698900,Existing,"On Gloucester St, side of 186 Bank St"
257,100,Gloucester St,Bank St,Kent St,North,186 Bank St,45.417880,-75.699010,Existing,"On Gloucester St, side of 186 Bank St"
258,100,Gloucester St,Bank St,Kent St,North,340 Laurier Ave W,45.417730,-75.699580,Existing,"On Gloucester St, rear of 340 Laurier Ave"
259,100,Gloucester St,Bank St,Kent St,North,340 Laurier Ave W,45.417690,-75.699680,Existing,"On Gloucester St, rear of 340 Laurier Ave"
260,100,Gloucester St,Bank St,Kent St,North,340 Laurier Ave W,45.417600,-75.699860,Existing,"On Gloucester St, rear of 340 Laurier Ave"
261,100,Gloucester St,Bank St,Kent St,North,340 Laurier Ave W,45.417530,-75.699970,Existing,"On Gloucester St, rear of 340 Laurier Ave"
262,101,Gloucester St,Bank St,O'Connor St,North,140 O'Connor St,45.418760,-75.696850,Existing,"On Gloucester St, side of 140 O'Connor St"
263,101,Gloucester St,Bank St,O'Connor St,North,140 O'Connor St,45.418680,-75.697110,Existing,"On Gloucester St, side of 140 O'Connor St"
264,101,Gloucester St,Bank St,O'Connor St,North,140 O'Connor St,45.418560,-75.697350,Existing,"On Gloucester St, side of 140 O'Connor St"
265,101,Gloucester St,Bank St,O'Connor St,North,171 Bank St,45.418240,-75.698150,Existing,"On Gloucester St, side of 171 Bank St"
266,101,Gloucester St,Bank St,O'Connor St,North,171 Bank St,45.418180,-75.698260,Existing,"On Gloucester St, side of 171 Bank St"
267,101,Gloucester St,Bank St,O'Connor St,North,171 Bank St,45.418110,-75.698410,Existing,"On Gloucester St, side of 171 Bank St"
268,102,Gloucester St,Kent St,Lyon St,North,410 Laurier Ave W,45.416620,-75.702020,Existing,"On Gloucester St, rear of 410 Laurier Ave W"
269,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.416760,-75.701650,Existing,"On Gloucester St, side of 200 Kent St"
270,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.416790,-75.701610,Existing,"On Gloucester St, side of 200 Kent St"
271,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.416870,-75.701470,Existing,"On Gloucester St, side of 200 Kent St"
272,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.416930,-75.701290,Existing,"On Gloucester St, side of 200 Kent St"
273,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.416990,-75.701200,Existing,"On Gloucester St, side of 200 Kent St"
274,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.417030,-75.701060,Existing,"On Gloucester St, side of 200 Kent St"
275,102,Gloucester St,Kent St,Lyon St,North,200 Kent St,45.417080,-75.700960,Existing,"On Gloucester St, side of 200 Kent St"
276,103,Gloucester St,Bank St,O'Connor St,South,176 Gloucester St,45.417960,-75.698210,New,
277,103,Gloucester St,Bank St,O'Connor St,South,158 Gloucester St,45.418200,-75.697610,New,
278,104,Guigues Ave,Sussex Dr,Parent Ave,North,373 Sussex Dr,45.430350,-75.696290,Existing,"On Guigues Ave, side of 373 Sussex Dr"
279,104,Guigues Ave,Sussex Dr,Parent Ave,North,373 Sussex Dr,45.430150,-75.696730,Existing,"On Guigues Ave, side of 373 Sussex Dr"
280,105,Holland Ave,Scott St,Spencer St,East,11 Holland Ave,45.403510,-75.733930,Existing,
281,105,Holland Ave,Scott St,Spencer St,East,11 Holland Ave,45.403370,-75.733850,Existing,
282,105,Holland Ave,Scott St,Spencer St,East,11 Holland Ave,45.403140,-75.733720,Existing,
283,105,Holland Ave,Scott St,Spencer St,East,11 Holland Ave,45.402930,-75.733580,Existing,
284,106,Kent St,Florence St,James St,West,70 James St,45.412290,-75.696950,New,"On Kent St, side of 70 James St"
285,106,Kent St,Florence St,James St,West,398 Kent St,45.412050,-75.696720,New,
286,107,Kent St,Gilmour St,James St,West,392 Kent St,45.412660,-75.697140,New,
287,107,Kent St,Gilmour St,James St,West,388 Kent St,45.412930,-75.697350,New,
288,108,Kent St,Nepean St,Lisgar St,East,345 Kent St,45.416170,-75.699810,Existing,
289,109,Kent St,MacLaren St,Gilmour St,West,338 Kent St,45.413590,-75.697960,New,
290,109,Kent St,MacLaren St,Gilmour St,West,338 Kent St,45.413380,-75.697810,New,
291,110,Kent St,Queen St,Albert St,West,112 Kent St,45.419450,-75.702870,New,
292,110,Kent St,Queen St,Albert St,West,112 Kent St,45.419110,-75.702580,New,
293,111,Kent St,Albert St,Slater St,West,150 Kent St,45.418850,-75.702380,New,
294,112,Kent St,Nepean St,Lisgar St,West,250 Kent St,45.416120,-75.700120,New,
295,113,Laurier Ave W,Bank St,Kent St,South,380 Laurier Ave W,45.417660,-75.700970,New,
296,113,Laurier Ave W,Bank St,Kent St,South,324 Laurier Ave W,45.418390,-75.699220,New,
297,113,Laurier Ave W,Bank St,Kent St,South,324 Laurier Ave W,45.418320,-75.699370,New,
298,113,Laurier Ave W,Bank St,Kent St,South,324 Laurier Ave W,45.418260,-75.699500,New,
299,113,Laurier Ave W,Bank St,Kent St,South,324 Laurier Ave W,45.418210,-75.699640,New,
300,114,Laurier Ave W,Bank St,Kent St,North,301 Laurier Ave W,45.418550,-75.699360,New,
301,114,Laurier Ave W,Bank St,Kent St,North,301 Laurier Ave W,45.418470,-75.699500,New,
302,114,Laurier Ave W,Bank St,Kent St,North,303 Laurier Ave W,45.418320,-75.699920,New,
303,114,Laurier Ave W,Bank St,Kent St,North,303 Laurier Ave W,45.418260,-75.700080,New,
304,114,Laurier Ave W,Bank St,Kent St,North,303 Laurier Ave W,45.418210,-75.700230,New,
305,115,Laurier Ave W,Bank St,O'Connor St,South,300 Laurier Ave W,45.419140,-75.697400,Existing,
306,115,Laurier Ave W,Bank St,O'Connor St,South,300 Laurier Ave W,45.419050,-75.697640,Existing,
307,115,Laurier Ave W,Bank St,O'Connor St,South,300 Laurier Ave W,45.418910,-75.697940,Existing,
308,115,Laurier Ave W,Bank St,O'Connor St,South,300 Laurier Ave W,45.418760,-75.698280,Existing,
309,115,Laurier Ave W,Bank St,O'Connor St,South,300 Laurier Ave W,45.418670,-75.698590,Existing,
310,116,Laurier Ave W,Lyon St,Bay St,South,470 Laurier Ave W,45.416170,-75.704570,Existing,
311,116,Laurier Ave W,Lyon St,Bay St,South,470 Laurier Ave W,45.416210,-75.704340,Existing,
312,116,Laurier Ave W,Lyon St,Bay St,South,470 Laurier Ave W,45.416280,-75.704140,Existing,
313,116,Laurier Ave W,Lyon St,Bay St,South,450 Laurier Ave W,45.416570,-75.703490,Existing,
314,116,Laurier Ave W,Lyon St,Bay St,South,450 Laurier Ave W,45.416530,-75.703650,Existing,
315,117,Laurier Ave W,Lyon St,Bay St,North,475 Laurier Ave W,45.416290,-75.704780,Existing,
316,117,Laurier Ave W,Lyon St,Bay St,North,475 Laurier Ave W,45.416360,-75.704610,Existing,
317,117,Laurier Ave W,Lyon St,Bay St,North,475 Laurier Ave W,45.416440,-75.704460,Existing,
318,117,Laurier Ave W,Lyon St,Bay St,North,467 Laurier Ave W,45.416650,-75.703900,Existing,
319,117,Laurier Ave W,Lyon St,Bay St,North,445 Laurier Ave W,45.416800,-75.703500,Existing,
320,118,Laurier Ave W,Lyon St,Kent St,South,440 Laurier Ave W,45.416860,-75.702880,New,
321,118,Laurier Ave W,Lyon St,Kent St,South,410 Laurier Ave W,45.417100,-75.702290,New,
322,118,Laurier Ave W,Lyon St,Kent St,South,200 Kent St,45.417330,-75.701780,New,"On Laurier Ave W, side of 200 Kent St"
323,118,Laurier Ave W,Lyon St,Kent St,South,200 Kent St,45.417400,-75.701600,New,"On Laurier Ave W, side of 200 Kent St"
324,119,Laurier Ave W,Metcalfe St,O'Connor St,South,234 Laurier Ave W,45.419480,-75.696680,New,
325,119,Laurier Ave W,Metcalfe St,O'Connor St,South,234 Laurier Ave W,45.419570,-75.696470,New,
326,119,Laurier Ave W,Metcalfe St,O'Connor St,South,220 Laurier Ave W,45.419730,-75.696070,New,
327,119,Laurier Ave W,Metcalfe St,O'Connor St,South,200 Laurier Ave W,45.419900,-75.695650,New,
328,120,Laurier Ave W,Metcalfe St,O'Connor St,North,251 Laurier Ave W,45.419560,-75.696960,New,
329,120,Laurier Ave W,Metcalfe St,O'Connor St,North,251 Laurier Ave W,45.419690,-75.696690,New,
330,120,Laurier Ave W,Metcalfe St,O'Connor St,North,219 Laurier Ave W,45.419860,-75.696230,New,
331,120,Laurier Ave W,Metcalfe St,O'Connor St,North,219 Laurier Ave W,45.419930,-75.696130,New,
332,121,Lisgar St,Bank St,O'Connor St,North,293 Lisgar St,45.417250,-75.696570,Existing,
333,122,Lyon St,Albert St,Slater St,East,360 Albert St,45.418110,-75.704220,New,"On Lyon St, side of 360 Albert St"
334,122,Lyon St,Albert St,Slater St,East,360 Albert St,45.417980,-75.704150,New,"On Lyon St, side of 360 Albert St"
335,123,Lyon St,Gloucester St,Nepean St,East,241 Lyon St,45.415720,-75.702220,Existing,
336,123,Lyon St,Gloucester St,Nepean St,East,227 Lyon St,45.416060,-75.702540,Existing,
337,124,Lyon St,Laurier Ave W,Gloucester St,East,440 Laurier Ave W,45.416730,-75.703080,Existing,"On Lyon St, side of 440 Laurier Ave W"
338,124,Lyon St,Laurier Ave W,Gloucester St,East,440 Laurier Ave W,45.416570,-75.702930,Existing,"On Lyon St, side of 440 Laurier Ave W"
339,124,Lyon St,Laurier Ave W,Gloucester St,East,440 Laurier Ave W,45.416360,-75.702810,Existing,"On Lyon St, side of 440 Laurier Ave W"
340,125,Lyon St,Laurier Ave W,Slater St,West,445 Laurier Ave W,45.416880,-75.703480,New,"On Lyon St, side of 445 Laurier Ave W"
341,125,Lyon St,Laurier Ave W,Slater St,West,445 Laurier Ave W,45.417010,-75.703600,New,"On Lyon St, side of 445 Laurier Ave W"
342,125,Lyon St,Laurier Ave W,Slater St,West,445 Laurier Ave W,45.417070,-75.703680,New,"On Lyon St, side of 445 Laurier Ave W"
343,126,Lyon St,Laurier Ave W,Slater St,East,185 Lyon St,45.417160,-75.703480,New,
344,127,Lyon St,Lisgar St,Nepean St,East,251 Lyon St,45.415540,-75.702090,Existing,
345,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426940,-75.695480,Existing,
346,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426780,-75.695320,Existing,
347,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426630,-75.695180,Existing,
348,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426460,-75.695030,Existing,
349,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426310,-75.694910,Existing,
350,128,MacKenzie Ave,Murray St,Wellington St,East,555 MacKenzie Ave,45.426140,-75.694740,Existing,
351,129,McLeod St,Elgin St,Metcalfe St,South,200 McLeod St,45.413910,-75.687160,Existing,
352,129,McLeod St,Elgin St,Metcalfe St,South,200 McLeod St,45.413880,-75.687310,Existing,
353,129,McLeod St,Elgin St,Metcalfe St,South,200 McLeod St,45.413820,-75.687420,Existing,
354,129,McLeod St,Elgin St,Metcalfe St,South,200 McLeod St,45.413790,-75.687500,Existing,
355,130,McLeod St,O'Connor St,Metcalfe St,South,240 McLeod St,45.412500,-75.690540,Existing,
356,131,Metcalfe St,Albert St,Slater St,East,81 Metcalfe St,45.421360,-75.695830,New,
357,132,Metcalfe St,Albert St,Slater St,West,88 Metcalfe St,45.421200,-75.696260,New,
358,132,Metcalfe St,Albert St,Slater St,West,88 Metcalfe St,45.421140,-75.696120,New,
359,133,Metcalfe St,Cooper St,Lisgar St,East,261 Cooper St,45.417930,-75.692890,Existing,"On Metcalfe St, side of 261 Cooper St"
360,133,Metcalfe St,Cooper St,Lisgar St,East,261 Cooper St,45.417970,-75.693010,Existing,"On Metcalfe St, side of 261 Cooper St"
361,133,Metcalfe St,Cooper St,Lisgar St,East,261 Cooper St,45.418030,-75.693040,Existing,"On Metcalfe St, side of 261 Cooper St"
362,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419400,-75.694850,Existing,"On Metcalfe St, rear of 160 Elgin St"
363,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419310,-75.694800,Existing,"On Metcalfe St, rear of 160 Elgin St"
364,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419250,-75.694740,Existing,"On Metcalfe St, rear of 160 Elgin St"
365,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419160,-75.694670,Existing,"On Metcalfe St, rear of 160 Elgin St"
366,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419090,-75.694520,Existing,"On Metcalfe St, rear of 160 Elgin St"
367,134,Metcalfe St,Nepean St,Gloucester St,East,160 Elgin St,45.419010,-75.694470,Existing,"On Metcalfe St, rear of 160 Elgin St"
368,135,Metcalfe St,Somerset St,Cooper St,East,229 Metcalfe St,45.417570,-75.692670,Existing,
369,135,Metcalfe St,Somerset St,Cooper St,East,229 Metcalfe St,45.417430,-75.692550,Existing,
370,135,Metcalfe St,Somerset St,Cooper St,East,229 Metcalfe St,45.417300,-75.692410,Existing,
371,136,Montreal Rd,Begin St,Park St,South,262 Montreal Rd,45.436380,-75.660310,New,
372,137,Montreal Rd,Dupuis St,Olmstead St,South,548 Montreal Rd,45.435850,-75.662000,New,
373,137,Montreal Rd,Dupuis St,Olmstead St,South,548 Montreal Rd,45.435810,-75.662060,New,
374,137,Montreal Rd,Dupuis St,Olmstead St,South,234 Montreal Rd,45.435740,-75.662260,New,
375,138,Montreal Rd,Hannah St,Cyr Ave,South,200 Montreal Rd,45.435240,-75.663630,New,
376,139,Montreal Rd,Hannah St,Emond St,North,199 Montreal Rd,45.435360,-75.663740,New,
377,140,Montreal Rd,Cody Ave,Olmstead St,North,209 Montreal Rd,45.435600,-75.663240,New,
378,141,Montreal Rd,Dupuis St,Olmstead St,North,233 Montreal Rd,45.436070,-75.661890,New,
379,141,Montreal Rd,Dupuis St,Olmstead St,North,233 Montreal Rd,45.436010,-75.662020,New,
380,142,Montreal Rd,Olmstead St,Cody Ave,South,206 Montreal Rd,45.435500,-75.662810,New,
381,142,Montreal Rd,Olmstead St,Cody Ave,South,206 Montreal Rd,45.435430,-75.663050,New,
382,143,Montreal Rd,Palace St,Montgomery St,South,42 Montreal Rd,45.433330,-75.668420,New,
383,143,Montreal Rd,Palace St,Montgomery St,South,42 Montreal Rd,45.433250,-75.668640,New,
384,144,Montreal Rd,Palace St,Vanier Pky,South,112 Montreal Rd,45.433860,-75.666910,New,
385,144,Montreal Rd,Palace St,Vanier Pky,South,120 Montreal Rd,45.434050,-75.666400,New,
386,144,Montreal Rd,Palace St,Vanier Pky,South,120 Montreal Rd,45.434150,-75.666140,New,
387,145,Montreal Rd,Begin St,Marier Ave,North,255 Montreal Rd,45.436440,-75.661200,New,
388,145,Montreal Rd,Begin St,Marier Ave,North,261 Montreal Rd,45.436480,-75.661010,New,
389,146,Montreal Rd,Vanier Pkwy,Palace St,North,115 Montreal Rd,45.434330,-75.666450,New,
390,146,Montreal Rd,Vanier Pkwy,Palace St,North,115 Montreal Rd,45.434230,-75.666790,New,
391,146,Montreal Rd,Vanier Pkwy,Palace St,North,89 Montreal Rd,45.434090,-75.667150,New,
392,147,Murray St,Dalhousie St,Cumberland St,North,310 St. Patrick St,45.431260,-75.690400,Existing,"On Murray St, rear of 310 St. Patrick St"
393,147,Murray St,Dalhousie St,Cumberland St,North,310 St. Patrick St,45.431190,-75.690600,Existing,"On Murray St, rear of 310 St. Patrick St"
394,147,Murray St,Dalhousie St,Cumberland St,North,159 Murray St,45.431090,-75.690740,Existing,
395,147,Murray St,Dalhousie St,Cumberland St,North,159 Murray St,45.431020,-75.690910,Existing,
396,147,Murray St,Dalhousie St,Cumberland St,North,159 Murray St,45.430950,-75.691100,Existing,
397,147,Murray St,Dalhousie St,Cumberland St,North,159 Murray St,45.430860,-75.691320,Existing,
398,147,Murray St,Dalhousie St,Cumberland St,North,145 Murray St,45.430790,-75.691560,Existing,
399,147,Murray St,Dalhousie St,Cumberland St,North,135 Murray St,45.430650,-75.691860,Existing,
400,148,Murray St,Parent St,Dalhousie St,North,85 Murray St,45.429790,-75.693920,Existing,
401,148,Murray St,Parent St,Dalhousie St,North,87 Murray St,45.429950,-75.693550,Existing,
402,148,Murray St,Parent St,Dalhousie St,North,91 Murray St,45.430090,-75.693260,Existing,
403,148,Murray St,Parent St,Dalhousie St,North,101 Murray St,45.430220,-75.692950,Existing,
404,148,Murray St,Parent St,Dalhousie St,North,103 Murray St,45.430340,-75.692660,Existing,
405,149,Murray St,Parent St,Dalhousie St,South,88 Murray St,45.429630,-75.693640,Existing,
406,149,Murray St,Parent St,Dalhousie St,South,88 Murray St,45.429580,-75.693750,Existing,
407,150,Murray St,Parent St,Sussex Dr,South,48 Murray St,45.429340,-75.694270,Existing,
408,150,Murray St,Parent St,Sussex Dr,South,18 Murray St,45.428830,-75.695450,Existing,
409,151,Murray St,Parent St,Sussex Dr,North,55 Murray St,45.429490,-75.694400,Existing,
410,151,Murray St,Parent St,Sussex Dr,North,25 Murray St,45.429300,-75.694870,Existing,
411,151,Murray St,Parent St,Sussex Dr,North,13 Murray St,45.429170,-75.695170,Existing,
412,151,Murray St,Parent St,Sussex Dr,North,13 Murray St,45.428950,-75.695700,Existing,
413,152,Murray St,Dalhousie St,Cumberland St,South,271 Dalhousie St,45.430330,-75.691910,New,"On Murray St, side of 271 Dalhousie St"
414,152,Murray St,Dalhousie St,Cumberland St,South,271 Dalhousie St,45.430260,-75.692090,New,"On Murray St, side of 271 Dalhousie St"
415,153,Montreal Rd,Palace St,North River Rd,North,81 Montreal Rd,45.433870,-75.667580,New,
416,153,Montreal Rd,Palace St,North River Rd,North,71 Montreal Rd,45.433740,-75.667930,New,
417,153,Montreal Rd,Palace St,North River Rd,North,59 Montreal Rd,45.433580,-75.668390,New,
418,153,Montreal Rd,Palace St,North River Rd,North,45 Montreal Rd,45.433400,-75.668820,New,
419,154,Nepean St,Bank St,Kent St,North,210 Bank St,45.417350,-75.698360,Existing,"On Nepean St, side of 210 Bank St"
420,154,Nepean St,Bank St,Kent St,North,215 Nepean St,45.417050,-75.699130,Existing,
421,154,Nepean St,Bank St,Kent St,North,215 Nepean St,45.416900,-75.699430,Existing,
422,155,Nepean St,Kent St,Lyon St,South,290 Nepean St,45.416000,-75.700920,Existing,
423,155,Nepean St,Kent St,Lyon St,South,290 Nepean St,45.415820,-75.701440,Existing,
424,155,Nepean St,Kent St,Lyon St,South,290 Nepean St,45.415780,-75.701520,Existing,
425,155,Nepean St,Kent St,Lyon St,South,290 Nepean St,45.415760,-75.701630,Existing,
426,156,Nicholas St,Daly Ave,Mackenzie King Br,East,2 Daly Ave,45.425450,-75.688970,Existing,"On Nicholas St, side of 2 Daly Ave"
427,156,Nicholas St,Daly Ave,Mackenzie King Br,East,75 Nicholas St,45.425230,-75.688830,Existing,
428,156,Nicholas St,Daly Ave,Mackenzie King Br,East,75 Nicholas St,45.425040,-75.688690,Existing,
429,156,Nicholas St,Daly Ave,Mackenzie King Br,East,101 Colonel By Dr,45.424500,-75.688310,Existing,"On Nicholas St, across rear of 101 Colonel By Dr"
430,157,O'Connor St,Cooper St,Somerset St,East,340 Cooper St,45.416840,-75.694630,Existing,
431,157,O'Connor St,Cooper St,Somerset St,East,299 Somerset St,45.416570,-75.694360,Existing,
432,157,O'Connor St,Cooper St,Somerset St,East,299 Somerset St,45.416490,-75.694250,Existing,
433,158,O'Connor St,Frank St,Gladstone Ave,West,344 O'Connor St,45.413290,-75.691870,Existing,
434,158,O'Connor St,Frank St,Gladstone Ave,West,344 O'Connor St,45.413190,-75.691780,Existing,
435,159,O'Connor St,Frank St,Waverley St,East,331 Frank St,45.413670,-75.691880,Existing,"On O'Connor St, side of 331 Frank St"
436,159,O'Connor St,Frank St,Waverley St,East,331 Frank St,45.413590,-75.691810,Existing,"On O'Connor St, side of 331 Frank St"
437,160,O'Connor St,Gloucester St,Laurier Ave,West,140 O'Connor St,45.419190,-75.697100,Existing,
438,160,O'Connor St,Gloucester St,Laurier Ave,West,140 O'Connor St,45.419040,-75.697050,Existing,
439,160,O'Connor St,Gloucester St,Laurier Ave,West,140 O'Connor St,45.418880,-75.696900,Existing,
440,161,O'Connor St,Gloucester St,Nepean St,East,155 O'Connor St,45.418620,-75.696310,Existing,
441,161,O'Connor St,Gloucester St,Nepean St,East,171 O'Connor St,45.418460,-75.696130,Existing,
442,161,O'Connor St,Gloucester St,Nepean St,East,171 O'Connor St,45.418350,-75.696010,Existing,
443,162,O'Connor St,Lewis St,Waverley St,West,345 Waverley St,45.414410,-75.692930,Existing,"On O'Connor St, side of 345 Waverley St"
444,163,O'Connor St,Lisgar St,Cooper St,East,264 Lisgar St,45.417480,-75.695330,Existing,"On O'Connor St, side of 264 Lisgar St"
445,163,O'Connor St,Lisgar St,Cooper St,East,335 Cooper St,45.417070,-75.694920,Existing,"On O'Connor St, side of 335 Cooper St"
446,164,O'Connor St,Lisgar St,Nepean St,East,88 Nepean St,45.417860,-75.695630,Existing,"On O'Connor St, side of 88 Nepean St"
447,165,O'Connor St,MacLaren St,Gilmour St,West,278 O'Connor St,45.415300,-75.693700,Existing,
448,165,O'Connor St,MacLaren St,Gilmour St,West,278 O'Connor St,45.415150,-75.693560,Existing,
449,166,O'Connor St,Gladstone Ave,McLeod St,West,315 McLeod St,45.412870,-75.691530,Existing,"On O'Connor St, side of 315 McLeod St"
450,166,O'Connor St,Gladstone Ave,McLeod St,West,315 McLeod St,45.412680,-75.691400,Existing,"On O'Connor St, side of 315 McLeod St"
451,166,O'Connor St,Gladstone Ave,McLeod St,West,315 McLeod St,45.412510,-75.691270,Existing,"On O'Connor St, side of 315 McLeod St"
452,167,O'Connor St,Albert St,Slater St,West,78 O'Connor St,45.420688,-75.698306,New,
453,168,O'Connor St,Queen St,Sparks St,West,156 Sparks St,45.421867,-75.699314,New,"On O'Connor St, side of 156 Sparks St"
454,168,O'Connor St,Queen St,Sparks St,West,156 Sparks St,45.421756,-75.699196,New,"On O'Connor St, side of 156 Sparks St"
455,169,Wellington St,Lett St,Portage Bridge,North,555 Wellington St,45.417680,-75.713650,Existing,
456,169,Wellington St,Lett St,Portage Bridge,North,555 Wellington St,45.418000,-75.713570,Existing,
457,170,Parent Ave,Guigues Ave,St. Patrick St,East,95 Parent Ave,45.430650,-75.694870,New,
458,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.429408,-75.694073,Existing,"On Parent Ave, side of 47 Clarence St"
459,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.429333,-75.694012,Existing,"On Parent Ave, side of 47 Clarence St"
460,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.429222,-75.693934,Existing,"On Parent Ave, side of 47 Clarence St"
461,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.429139,-75.693872,Existing,"On Parent Ave, side of 47 Clarence St"
462,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.429052,-75.693797,Existing,"On Parent Ave, side of 47 Clarence St"
463,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.428979,-75.693741,Existing,"On Parent Ave, side of 47 Clarence St"
464,171,Parent Ave,Murray St,Clarence St,West,47 Clarence St,45.428924,-75.693660,Existing,"On Parent Ave, side of 47 Clarence St"
465,172,Parent Ave,St. Patrick St,Murray St,West,112 Parent Ave,45.429622,-75.694229,New,
466,173,Wellington St,Lett St,Booth St,North,85 Booth St,45.417220,-75.714210,Existing,"On Wellington St, side of 85 Booth St"
467,173,Wellington St,Lett St,Booth St,North,85 Booth St,45.417080,-75.714250,Existing,"On Wellington St, side of 85 Booth St"
468,173,Wellington St,Lett St,Booth St,North,85 Booth St,45.416870,-75.714530,Existing,"On Wellington St, side of 85 Booth St"
469,174,Parent Ave,St. Patrick St,Murray St,East,111 Parent Ave,45.430010,-75.694310,New,
470,175,Queen St,Bank St,O'Connor St,South,99 Bank St,45.420640,-75.700410,New,"On Queen St, side of 99 Bank St"
471,175,Queen St,Bank St,O'Connor St,South,99 Bank St,45.420690,-75.700290,New,"On Queen St, side of 99 Bank St"
472,175,Queen St,Bank St,O'Connor St,South,99 Bank St,45.420880,-75.699870,New,"On Queen St, side of 99 Bank St"
473,175,Queen St,Bank St,O'Connor St,South,170 Queen St,45.421060,-75.699380,New,
474,175,Queen St,Bank St,O'Connor St,South,170 Queen St,45.421110,-75.699360,New,
475,176,Beech St,Rochester St,Preston St,South,490 Beech St,45.401100,-75.707680,Existing,
476,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.420450,-75.701280,Existing,"On Queen St, rear of 240 Sparks St"
477,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.420040,-75.702200,Existing,"On Queen St, rear of 240 Sparks St"
478,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.419970,-75.702350,Existing,"On Queen St, rear of 240 Sparks St"
479,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.419910,-75.702490,Existing,"On Queen St, rear of 240 Sparks St"
480,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.419860,-75.702630,Existing,"On Queen St, rear of 240 Sparks St"
481,177,Queen St,Bank St,Kent St,North,240 Sparks St,45.419790,-75.702790,Existing,"On Queen St, rear of 240 Sparks St"
482,178,Queen St,Kent St,Lyon St,South,330 Queen St,45.418800,-75.704490,New,
483,178,Queen St,Kent St,Lyon St,South,330 Queen St,45.418900,-75.704270,New,
484,178,Queen St,Kent St,Lyon St,South,320 Queen St,45.419120,-75.703720,New,
485,178,Queen St,Kent St,Lyon St,South,320 Queen St,45.419200,-75.703490,New,
486,178,Queen St,Kent St,Lyon St,South,112 Kent St,45.419430,-75.703040,New,"On Queen St, side of 112 Queen St"
487,179,Queen St,Kent St,Bank St,South,222 Queen St,45.420340,-75.700960,New,
488,179,Queen St,Kent St,Bank St,South,222 Queen St,45.420200,-75.701240,New,
489,180,Queen St,Kent St,Lyon St,North,275 Sparks St,45.419360,-75.703910,New,"On Queen St, rear of 275 Sparks St"
490,180,Queen St,Kent St,Lyon St,North,275 Sparks St,45.419280,-75.704100,New,"On Queen St, rear of 275 Sparks St"
491,180,Queen St,Kent St,Lyon St,North,330 Sparks St,45.419070,-75.704510,New,"On Queen St, rear of 330 Sparks St"
492,180,Queen St,Kent St,Lyon St,North,330 Sparks St,45.418970,-75.704740,New,"On Queen St, rear of 330 Sparks St"
493,181,Queen St,O'Connor St,Metcalfe St,South,45 O'Connor St,45.421580,-75.698280,Existing,"On Queen St, side of 45 O'Connor St"
494,181,Queen St,O'Connor St,Metcalfe St,South,45 O'Connor St,45.421530,-75.698430,Existing,"On Queen St, side of 45 O'Connor St"
495,181,Queen St,O'Connor St,Metcalfe St,South,45 O'Connor St,45.421450,-75.698580,Existing,"On Queen St, side of 45 O'Connor St"
496,182,Rochester St,Norman St,Beech St,East,568 Booth St,45.401090,-75.707010,Existing,"On Rochester St, rear of 568 Booth St"
